3860	16447	1957	Alexander Technique	Alexander technique
3861	15318	520756	word meaning	Interrogative word
3862	15816	100089	conservation	Conservation (ethic)
3863	16103	5869	category theory	Category theory
3864	15319	1373362	Chinese. Teaching	Zhu Ziqing
3865	520	51320	ancient history	Ancient history
3866	17981	6134964	inequality	Inequality
3867	1504	4183	Botany	Botany
3868	594	371299	qualitative research methodologies	Qualitative research
3869	1036	26285540	media philosophy	Teaching Philosophy
3870	16106	25532	Renaissance art	Renaissance
3871	549	354236	religion and secularism	Secularity
3872	2420	20286966	Caribbean music	Caribbean poetry
3873	1187	352597	program assessment	National Assessment on Climate Change
3874	10484	214491	human rights and multinational business entities (law	Multinational corporation
3875	10197	175456	mind-body dualism	Dualism (philosophy of mind)
3876	16436	1866121	Hybrid Studio/Art History teaching	Defendo
3877	626	30095990	Spanish in the US	Andean Spanish
3878	610	19916613	free radicals	Radical (chemistry)
3879	557	1548130	alpine environments	Alpine Club
3880	10911	3360029	Women in movements during WW1	Conscription Crisis of 1918
3881	1037	12293	graphical user interface	Graphical user interface
3882	2682	338689	context awareness	Context awareness
3883	14842	147620	Geochemical dating of ground water	Lithic analysis
3884	10196	31916228	politics of the body	Body politic
3885	611	527046	hyperfine structure	Hyperfine structure
3886	1505	8377	Database	Database
3887	927	2861	advertisements	Advertising
3888	16100	7538598	independence in Latin America	Witness for Peace
3889	14233	1311425	post-revolutionary economies	James Heartfield
3890	612	7938	diatomic molecules	Diatomic molecule
3891	1215	15832717	statistical computing	Computational statistics
3892	1142	165243	Ronsard	Pierre de Ronsard
3893	1585	24702	Peace	Peace
3894	15136	1268501	philosophy and phenomenology	Neurophenomenology
3895	623	24566	paleography	Palaeography
3896	624	278245	Andalusian Spanish	Andalusian Spanish
3897	14526	552466	System identification	System identification
3898	15320	271601	manga artists	Mangaka
3899	16268	34966304	action participation research	Beneficence (ethics)
3900	15135	8260206	role and nature of imagination	The Sociological Imagination
3901	17980	4380399	The economics of poverty	Progress and Poverty
3902	573	473370	the rhetoric of social movements	Visual rhetoric
3903	17982	6105152	discrimination and mobility	Austal USA
3904	14525	2967265	Mathematical modeling of physiological systems	Arturo Rosenblueth
3905	2637	12781902	user modeling	User modeling
3906	607	733929	chemical physics	Chemical physics
3907	16269	1673404	commons based peer production	Commons-based peer production
3908	4967	18956035	Caribbean	Caribbean
3909	16716	2341066	assessment rubrics	Rubric (academic)
3910	15817	1003308	Fellowships	Fellowship
3911	16448	70502	baritone	Baritone
3912	17085	1421401	Rails	Ruby on Rails
3913	1268	17730	latin	Latin
3914	1638	26036	reform	Reform Judaism
3915	620	780760	Spanish dialectology	Spanish dialects and varieties
3916	625	63630	historical linguistics	Historical linguistics
3917	606	53741	symmetry	Symmetry
3918	1013	22487	occult	Occult
3919	1166	1331837	Francophone Switzerland	Francophone literature
3920	613	11699892	chemical pedagogy	International Association for Military Pedagogy
3921	618	46112	violence	Violence
3922	1324	6721754	Maya art	Ancient Maya art
3923	1426	4349679	philosophical naturalism	Metaphysical naturalism
3924	1452	4777874	sociology of jobs and work	James D. Montgomery
3925	15539	8456905	Diction for Singers	Vocal coach
3926	14861	31491	Computational quantum chemistry	Theoretical chemistry
3927	2829	23634	proteins	Protein
3928	2580	742316	inclusive pedagogy	Critical pedagogy
3929	619	710326	theories of justice	Theory of criminal justice
3930	4238	3534037	post-war Paris	Ex Post Facto (Star Trek: Voyager)
3931	4253	5922408	literature and medicine	Literature and Medicine
3932	2548	9257	enzymes	Enzyme
3933	2137	15464854	water conflict	Water conflict
3934	1668	59238	entomology	Entomology
3935	602	10662351	Faust in music	The Faust Tapes
3936	16107	102036	Vasari	Giorgio Vasari
3937	622	53091	colonial Spanish	Spanish colonization of the Americas
3938	2792	16340	Sartre	Jean-Paul Sartre
3939	16270	652849	governance	Governance
3940	10498	1017	social and political activism	Allen Ginsberg
3941	1454	71627	environmental geography	Integrated geography
3942	17976	4410913	Italian renaissance and Baroque art history	Cinquecento
3943	2725	25693764	new media literacies	New literacies
3944	14527	623686	Brain computer interface	Brain–computer interface
3945	10199	19482844	politics of asylum	Yarra Bend Asylum
3946	14234	8026795	Political economy of Iran and Turkey	Iran–Turkey relations
3947	17086	29004	SQL	SQL
3948	969	690886	reading reflections	Haas effect
3949	1525	1103861	Jamaica Maymester	Semester at Sea
3950	2452	7966125	html5	HTML5
3951	1479	145243	limnology	Limnology
3952	15538	14597488	Vocal pedagogy (Classical and Contemporary Commercial Music)	Voice classification in non-classical music
3953	15540	14597488	Somatic Voicework(tm) - The LoVetri Method.	Voice classification in non-classical music
3954	4239	893563	intellectual history of the French Renaissance	Northern Renaissance
3955	17087	24131	PHP	PHP
3956	14235	18935347	the politics of knowledge	Public Knowledge
3957	10198	398268	politics of sport	Regulation of sport
3958	1085	4034912	Native American Languages Preservation	Konkow language
3959	1242	11505986	cohort programs	Florida Interactive Entertainment Academy
3960	15137	18672144	mechanics and ubiquity of human stupidity	Hollow Earth Expedition
3961	14236	15702045	feminist epistemology	Feminist epistemology
3962	630	149422	hunger	Hunger
3963	2762	17460900	microbial stress response	NOD-like receptor
3964	586	5564620	public education reform	Certificate of Initial Mastery
3965	14870	701099	Theoretical particle physics; experimental mathematics	Luttinger liquid
3966	15138	394637	intercultural relations	Intercultural relations
3967	4237	320498	exploring the power of interactive media to teach language and culture	Computer-mediated communication
3968	15541	14597488	Somatic Voicework(sm) - The LoVetri Method.	Voice classification in non-classical music
3969	17990	12401182	Design Theory	Design theory
3970	640	4045071	Dinosaur paleobiology & evolution	Jeffrey A. Wilson
3971	1244	29066482	voting theory	Voting system
3972	950	490201	Health Policy	Health insurance
3973	4254	186467	language education	Language education
3974	10495	7169583	19th & 20th century art history	Worthing Museum and Art Gallery
3975	16449	7376696	voice performance	Adrian Truss
3976	1278	766888	psychopathology	Psychopathology
3977	633	10928765	theory & critique of religion	Critique of technology
3978	15818	1001343	responsible conduct of research	Skin conductance
3979	17985	5556637	Economic Development and New Institutional Economics	The Melbourne Institute of Applied Economic and Social Research
3980	638	9535041	religion & the environment	Prison religion
3981	1167	1261521	exilic literature	Tristia
3982	663	621128	Haitian culture and literature	Culture of Haiti
3983	595	13437469	general systems/cultural futures theory and methodologies	Klaus Krippendorff
3984	10503	30897167	Narrative psychology	Narrative psychology
3985	3694	11432288	Africana Studies	Africana studies
3986	1839	37585	museums	Museum
3987	662	10784	French film	Cinema of France
3988	15322	1723133	girlhood	Girl
3989	16717	11097520	higher education economics	International Academy of Management and Economics
3990	16271	174521	infrastructure	Infrastructure
3991	17989	7126061	Human judgment processes	Divine judgment
3992	16718	51042	paleoclimatology	Paleoclimatology
3993	16108	8957961	women's art patronage	Lucy Russell, Countess of Bedford
3994	1014	3434750	U.S.	United States
3995	16715	8687122	place-based study	Institute of Cornish Studies
3996	928	2917649	speech	Speech
3997	658	183527	Common Loons	Great Northern Loon
3998	1087	18949461	Fiction	Fiction
3999	10502	10962251	Clinical Disorders	Structured Clinical Interview for DSM-IV
4000	1038	182607	site-specific art	Site-specific art
4001	642	22493225	bone histology and relationships to growth rates	Trirachodon
4002	1586	26830	Slovakia	Slovakia
4003	15139	1827888	Watson Fellowship	Thomas J. Watson Fellowship
4004	17988	306366	Moral decision making	Descriptive ethics
4005	1188	8860175	intersections of geology/history/archaeology	Ancient footprints of Acahualinca
4006	1402	5405	China	China
4007	970	11180	functional analysis	Functional analysis
4008	10507	7998017	revolutionary justice	Islamic Revolutionary Court
4009	16272	5042706	Internet and Politics	Al Gore
4010	369	627	agriculture	Agriculture
4011	1375	22984	primate	Primate
4012	10430	1817760	Early British Literature	Ethel Lina White
4013	639	26019413	religion & economics	Ian Steedman
4014	14845	4027896	Teaching and Learning Center and effects of early life stress on brain development	The Institutes for the Achievement of Human Potential
4015	636	14434409	ethics of theory & method in religious studies	Outline of ethics
4016	14530	9352588	Abnormal Child Psychology	Journal of Abnormal Psychology
4017	1269	25084	oratory	Public speaking
4018	17088	18933632	Metadata	Metadata
4019	10496	17878864	book illustration 19th-21st century  Anarchism	Post-Scarcity Anarchism
4020	2069	277641	Mechanics of Materials	Strength of materials
4021	16450	13519358	voice teaching	Voice teacher
4022	1427	1790574	ecological restoration	Restoration ecology
4023	476	1367595	elemental analysis	Elemental analysis
4024	14531	17874491	Psychological Assessment	Psychological evaluation
4025	4968	11933982	Somali Muslims in MN	Somali American
4026	16451	2221011	Platonism	Platonism
4027	1480	162714	dust	Dust
4028	15544	21347657	authoritarianism	Authoritarianism
4029	1297	3411777	quality of experience	Quality of experience
4030	15821	3609425	research ethics	Research ethics
4031	12149	7916729	eighteenth-century British literature	Penelope Aubin
4032	10504	7604393	Faculty Systems	Helwan University
4033	17992	8708862	Historic districts	Historic districts in the United States
4034	1143	44307	Montaigne	Michel de Montaigne
4035	660	2518639	Contemporary French culture and literature	Contemporary French literature
4036	3703	156286	Global gender systems and hierarchies	Social ecology
4037	657	2563565	heavy metals and loons	Speedy J
4038	655	1790574	restoration ecology	Restoration ecology
4039	1189	231504	glacial geology	Glaciology
4040	144	148127	development	Development
4041	659	5994689	winter ecology	Raymond Lindeman
4042	646	703035	Roman archaeology of Israel	Near Eastern archaeology
4043	1217	4511618	information propagation	Radio propagation model
4044	147	558685	environment	Natural environment
4045	4243	26579075	women's writing in France from the Middle Ages to the present	Bessie Rayner Parkes
4046	14237	2887753	decolonial theory	Walter Mignolo
4047	17991	1879428	Theory of error-correcting codes	Hamming bound
4048	672	1264088	hematopoietic stem cells	Hematopoietic stem cell
4049	674	196130	bone marrow stroma	Bone marrow
4050	673	170417	T cell development	T cell
4051	635	1009012	religious ethics & politics (particularly comparative religious views of martyrdom)	Christian martyrs
4052	16721	2377491	Geologic Observatorio of Coldigioco	Big History
4053	16111	10920058	psychology of eating	Eating Attitudes Test
4054	1401	14609150	South Asian religions	Asian Peruvian
4055	675	254062	mast cells	Mast cell
4056	637	1955751	history of Christian & Muslim relations	Pact of Umar II
4057	12150	143284	Restoration drama	Restoration comedy
4058	631	4136283	History of Christian traditions (especially the 16th century)	Christian drama
4059	690	13372	Human Geography	Human geography
4060	15545	5194	Canadian politics	Politics of Canada
4061	652	26101003	women and politics	Women in Taiwan
4062	1455	1607703	water and adjudication	Penta Water
4063	653	4770374	public policy and government institutions	Sustainable Development Policy Institute
4064	17089	49681	Ontologies	Ontology (information science)
4065	10508	11188	French revolution	French Revolution
4066	1526	6623659	Jamaica off-campus study	University of Technology, Jamaica
4067	14532	24982	Psychometrics	Psychometrics
4068	14238	8528326	indigenous knowledges	Amazon Conservation Team
4069	16114	1030401	humic substances	Humic acid
4070	15323	815777	views on gender	Gender (stream)
4071	234	1544392	cultural theory	Cultural Theory of risk
4072	664	4513042	Human Rights in Haiti	Human rights in Haiti
4073	643	4543658	body size evolution	Mosaic evolution
4074	17993	597855	Non-Motorized travel behavior	Traffic psychology
4075	676	712326	inflammatory pain	Bursitis
4076	670	1664060	Vertebrate immunity	Adaptive immune system
4077	3137	361897	theoretical astrophysics	Astrophysics
4078	16452	38422	Plotinus	Plotinus
4079	10499	1961362	history & philosophy of  Comic books & graphic novels	Beckett Comics
4080	2683	145094	group model	XML Metadata Interchange
4081	644	2454408	ancient Mediterranean and Near Eastern crisis poetry	Mediterranean Basin
4082	1179	78534	geomorphology	Geomorphology
4083	648	795280	Hebrew and Aramaic texts of the 2nd temple period	Biblical Aramaic
4084	16722	3609555	peer instruction	Peer support
4085	1376	2711029	physics education research	Physics education
4086	684	1791546	social movements in Ecuador	Democratic People's Movement
4087	1326	13276	historiography	Historiography
4088	679	1220562	metaphors of immunity	Mithridatism
4089	678	972247	biology & civic engagement	Harrisburg University of Science and Technology
4090	480	221773	Migration	Human migration
4091	3702	21050879	Africa and African Diaspora	Baloch diaspora
4092	3701	1860870	Social and environmental justice	Environmental justice
4093	15822	216186	justification logic	Explanation
4094	10200	29018265	feminist political theory	Feminist political theory
4095	16273	1704075	mix-methods	Community Service II
4096	929	6675	conservatism	Conservatism
4097	14533	619350	Program Evaluation	Program evaluation
4098	10497	24414733	history of words & images (19th-21st)	21st Punjabis
4099	1168	2462780	French Classicism	17th-century French art
4100	1088	167389	Memoir	Memoir
4101	15324	2188498	urban literature and photography	Clarence John Laughlin
4102	1245	1745670	social choice theory	Social choice theory
4103	4261	1819715	coastal sedimentology	Marine geology
4104	1039	182607	site specificity	Site-specific art
4105	1348	234282	sexuality studies	Magnus Hirschfeld
4106	16274	41244	hybridism	Hybrid (biology)
4107	17995	2264838	Current urban renewal efforts	Urban Renewal Authority
4108	685	1394560	subaltern literature	Ranajit Guha
4109	1298	2310080	performance analysis	Profiling (computer programming)
4110	1064	18994087	sound	Sound
4111	15141	13948294	complex fluids	Complex fluids
4112	2684	19872442	user model	User model
4113	17994	2602533	Urban design of small urban spaces	Urban park
4114	15140	9840736	race in science and medicine	Services Institute of Medical Sciences
4115	16723	17556	lasers	Laser
4116	669	1082450	human rights and representations pertinent to human rights.	Land law
4117	4262	2670571	geoscience education	European Geosciences Union
4118	15823	46439	philosophy of mathematics	Philosophy of mathematics
4119	2453	29123	semantic web	Semantic Web
4120	1144	1991301	ways of knowing	Theory of knowledge (IB course)
4121	682	3666156	Hispanic literature and culture	Judith Ortiz Cofer
4122	16453	95184	Arendt	Hannah Arendt
4123	693	1219810	historic preservation	Historic preservation
4124	18000	738658	Ancient and medieval forgery	Archaeological forgery
4125	694	45346	urban planning	Urban planning
4126	16115	24027000	water chemistry	Properties of water
4127	17090	575697	Chemical Information	Cheminformatics
4128	18001	4878378	Medieval translation practices	Regimen sanitatis Salernitanum
4129	704	12151979	liberal arts education	Liberal arts colleges in the United States
4130	710	292598	Appalachia	Appalachia
4131	11448	238212	abnormal psychology	Abnormal psychology
4132	4258	9530767	9th-century French novel	Kornelimünster Abbey
4133	709	51464	Great Plains	Great Plains
4134	18004	12592529	Quaternary geomorphology	Earth Surface Processes and Landforms
4135	15826	584962	scaling	Scaling
4136	677	9879337	undergraduate public health studies	School of Nursing and Health Studies
4137	708	19271	Mongolia	Mongolia
4138	691	850705	applied geography and community engagement	Feminist geography
4139	11049	447089	Experiential  Education	Experiential education
4140	15546	175213	Canadian philosophy	Kai Nielsen (philosopher)
4141	1507	19600416	isotope	Isotope
4142	2071	312809	Christian ethics	Ethics in religion
4143	15326	51123	literary critic	Literary criticism
4144	688	11012294	U.S. Latin@ studies	Latin American Studies Association
4145	2232	20648200	Black power	Black Power
4146	1403	4600832	reading practices	Go-on
4147	930	11185	feminists	Feminism
4148	17998	4237798	Medieval England (400-1200 CE)	Iron Age India
4149	683	3619883	Latin American Indigenous literature and cultures	José Sabogal
4150	2685	942048	adaptation	Adaptation
4151	17999	1392699	Early Medieval law	Glossator
4152	4267	376885	X-ray diffraction of complex mixtures	Diffraction-limited system
4153	15549	616967	inflammatory bowel disease	Inflammatory bowel disease
4154	4265	3370232	ICP-OES analysis of water	Inductively coupled plasma atomic emission spectroscopy
4155	1218	149353	computational social science	Computational biology
4156	1270	21758835	social memory	Institutional memory
4157	668	2323045	North African literature and cinema African literature and film	Cinema of Africa
4158	1089	607459	Dakota Geography	James River (Dakotas)
4159	2638	4119246	psychology of programming	Psychology of programming
4160	951	529208	multiracial identity	Hapa
4161	1456	12673806	Greater Southwest	Southwest Houston
4162	14239	11828715	Latin American critical theory	Book of Optics
4163	16454	2030	Augustine	Augustine of Hippo
4164	14240	319693	narrative theories of knowledge	Metanarrative
4165	17091	23943140	data curation	Data curation
4166	4263	6929931	evolution of shorelines with climate change	Glen Roy
4167	666	1493461	representations of the Algerian/French war and post-independence relations	Krim Belkacem
4168	16724	3219996	photodissociation	Photodissociation
4169	15142	407157	mechanical and electrical properties of colloids	Boris Derjaguin
4170	18008	19337279	The Great Recession	2008–2012 global recession
4171	18009	20001914	The Global Financial Crisis	Global economic crisis
4172	733	5602594	migration and assimilation	Sinhalisation
4173	4269	822575	biogeochemistry	Biogeochemistry
4174	301	341029	urban geography	Urban geography
4175	4969	186861	Devotional Traditions Modern and Medieval in Hinduism and Judaism	Comparative religion
4176	724	457991	paleoecology	Paleoecology
4177	747	615724	subjectivity	Subjectivity
4178	14536	21955305	History of Food	Food history
4179	1116	16165473	devotional literature	Seven Joys of the Virgin
4180	725	188739	taphonomy	Taphonomy
4181	14241	742316	critical pedagogy	Critical pedagogy
4182	707	21848511	rural communities	Rural communities of Senegal
4183	712	4718632	Cognition generally	Mental representation
4184	11051	12615832	brain-based learning	The Brain That Changes Itself
4185	4970	3880802	Jewish Feminism	Jewish feminism
4186	705	22949	population	Population
4187	12151	15587631	Talent Management	Talent management
4188	16281	6303186	prison policy	International Centre for Prison Studies
4189	15325	202371	modern British Literature	1895 in literature
4190	1040	14692657	materiality	Materiality
4191	10203	2575978	politics of refuge	Cities of Refuge
4192	695	6134498	cities and rivers. Historical cartography of Minnesota	Minnesota State Highway 99
4193	15827	1261001	macroecology	Macroecology
4194	1481	11242909	RNA motif	Small nucleolar RNA U3
4195	692	6074097	Special interests in inner city neighborhoods and commercial streets	Beaumont-Wilshire, Portland, Oregon
4196	1300	1030	Austrian Economics	Austrian School
4197	1430	20756967	Cyborgs	Cyborg
4198	1457	24707	Pyrenees	Pyrenees
4199	10201	7500096	women and flexible labor markets	Labour market flexibility
4200	14886	173560	English novel	English novel
4201	1560	12785426	borderlands	Borderlands (video game)
4202	722	182779	sedimentary geology	Sedimentology
4203	18005	7166931	The Global Positioning System & Mobile GIS	ArcGIS Server
4204	718	183897	Japanese colonialism	Empire of Japan
4205	15327	196404	children's book author	Richard Scarry
4206	1349	2224857	radicalism	Radicalism (historical)
4207	1272	5178	classics	Classics
4208	731	2678329	cultural geography -  landscapes	Cultural geography
4209	17092	324570	scientific publishing	Academic publishing
4210	86	1985951	Transnationalism	Transnationalism
4211	15143	9071495	atmospheric and astrophysical research	Alexander Dalgarno
4212	732	1897420	law and geography	Milton Santos
4213	16116	1798497	pollutant fate	Cinergy
4214	991	12828202	Diasporic Latin@ Studies and Critical Race Theory; Gender & Feminist Theory; Postcolonial Theory; Cosmopolitan Modernisms; Oral History	Ella Shohat
4215	736	163225	geopolitics	Geopolitics
4216	768	18201224	international institutions	International organization
4217	717	25459607	Koreans in Japan (zainichi Koreans)	Zaitokukai
4218	696	4065678	Advanced placement geography	Commonwealth Governor's School
4219	4276	6512121	plutons	Pluton
4220	770	43444	simulation	Simulation
4221	4266	1297794	study of physical model and salt content of campus water	Rosenstiel School of Marine and Atmospheric Science
4222	11119	1313722	costume design	Costume design
4223	714	1540308	psycholinguistics and psychological models of reasoning specifically.	James McClelland (psychologist)
4224	730	4244505	sustainable urban utopias	Daniel Dahm
4225	15828	662088	theoretical biology	Mathematical and theoretical biology
4226	403	1686272	chemical biology	Chemical biology
4227	1145	11300	empiricism and the body	Foundationalism
4228	734	13879446	political geography -  citizenship	Honorary citizenship
4229	764	33306	water	Water
4230	1482	103437	ion binding to nucleic acids	Peptide nucleic acid
4231	146	9252	education	Education
4232	729	209914	history of urban planning	Index of urban studies articles
4233	762	10091	environmental law	Environmental law
4234	680	4620412	Latin American literatures and cultures	Latin American poetry
4235	2549	92532	peroxidase	Peroxidase
4236	1404	5066100	ritual studies	Homo Necans
4237	763	1105116	development studies	Development studies
4238	10202	909143	politics of competition	Tax competition
4239	4273	1440511	stable isotope geochemistry	Isotope geochemistry
4240	1017	18993927	pop culture	Popular culture
4241	10204	6899502	Contemporary political theory	Contemporary Political Theory
4242	15557	17554500	the environment	Environment (biophysical)
4243	12154	138848	literary history	History of literature
4244	14889	21488	nanotechnology	Nanotechnology
4245	16282	1761832	prison culture	Bang Kwang Central Prison
4246	719	66935	gender studies and queer theory	Queer
4247	715	1569210	modern Japanese literature and film	A Page of Madness
4248	3700	4686701	International consulting	Consultant (medicine)
4249	3706	99224	Internationalism	Internationalism (politics)
4250	15328	22938	performer	Performing arts
4251	1527	1135658	Half-Marathon class	Toronto Marathon
4252	17093	17727	research libraries	Library
4253	972	371317	performance-based research	Quantitative psychological research
4254	11699	19373	Merleau Ponty	Maurice Merleau-Ponty
4255	1379	24718	planetary rings	Planetary ring
4256	1431	33034640	embodied cognition	Embodied cognition
4257	769	660850	visualization	Visualization (computer graphics)
4258	1170	8591	diaspora studies	Diaspora studies
4259	629	45446	political ecology	Political ecology
4260	745	1223534	politics of truth and reconciliation	Rettig Report
4261	741	9257	enzymology	Enzyme
4262	11118	14966679	theatre community	Theatre Puget Sound
4263	11336	54840	Environmental Chemistry  - watershed eutrophication	Eutrophication
4264	931	254328	public space	Public space
4265	697	11021342	world urbanization	Urban density
4266	740	1209760	natural products	Natural product
4267	2764	620229	SOS response	SOS response
4268	4279	527892	connections between magma chambers	Magma chamber
4269	1247	669899	fair division	Fair division
4270	2793	53255	Derrida	Jacques Derrida
4271	1117	2100022	Renaissance women writers	Dorothy West
4272	16726	294927	vector correlation	Correlation function
4273	1147	44154	Catherine de Médicis	Catherine de' Medici
4274	10511	475304	psychohistory	Psychohistory (fictional)
4275	15144	810260	lasers in nuclear physics	Laboratory for Laser Energetics
4276	4971	1678406	Religion and Violence/Fundamentalism	Communalism (South Asia)
4277	10206	31916228	the politics of the body	Body politic
4278	749	4136283	vernacular/popular art	Christian drama
4279	952	4428642	Asian American psychology	Richard E. Nisbett
4280	2686	591616	interrupt management	Intel APIC Architecture
4281	1041	249474	material	Material
4282	767	2930779	participation and community development	Youth participation
4283	15829	22482490	quantitative ecology	Quantitative ecology
4284	15329	2539634	classic Hollywood cinema	Classical Hollywood cinema
4285	16284	7299	European colonialism	Colonialism
4286	16457	95129	history and literature	Tigrinya language
4287	10509	9508249	comparative study of amnesty and conflict resolution (or lack of) in the French revolution and post-apartheid South Africa	Bophuthatswana coup d'état of 1994
4288	16727	1831489	roaming mechanism	IEEE 802.21
4289	1090	690237	Minnesota History	History of Minnesota
4290	15145	65908	atomic collisions	Inelastic collision
4291	1328	1600443	visual studies	Visual culture
4292	72	5334607	Africa	Africa
4293	16283	20341794	higher education in Africa	Catholic University of Eastern Africa
4294	953	2700105	Cultural psychology	Cultural psychology
4295	746	788093	trauma	Trauma (medicine)
4296	955	25524	Research methods	Research
4297	10205	1921713	political theory and social welfare policy	Gøsta Esping-Andersen
4298	15558	8071055	and medicine.	Social medicine
4299	1483	7916185	catalytic RNA	Group II intron
4300	2639	1632247	collaboration support systems	Collaborative editing
4301	16456	863888	historical figures through fiction	Judge Holden
4302	782	163103	future	Future
4303	1221	376707	R	R (programming language)
4304	748	3601009	visuality and representation	Interactive visualization
4305	16725	17768388	velocity-mapped ion imaging	Photofragment-ion imaging
4306	10510	5783348	South Africa's negotiated revolution and truth and reconciliation commission	Battle of Ventersdorp
4307	3707	4088832	American Literaturee	WTUE
4308	805	17541	lawyers	Lawyer
4309	16455	4620412	19th century Latin American literature	Latin American poetry
4310	1406	4673697	theory and method in the study of religion	Herbert Berg (religion)
4311	15832	19828134	plants	Plant
4312	727	146262	urban geography -  racial residential segregation in North American cities	Milliken v. Bradley
4313	14242	5562009	Emigration and Exile. Children's and Youth Literature	Migrant literature
4314	804	1636616	the legal profession	Law of Hong Kong
4315	14894	621774	geometric game theory	Low-dimensional topology
4316	1192	7559489	academic civic engagement	Civic Exchange
4317	807	351227	transparency	Transparency (behavior)
4318	742	3718113	Violence and war	Graphic violence
4319	794	1908344	Hollywood and U.S. Communism	Lester Cole
4320	14897	23597	Physiologist	Physiology
4321	4280	1266008	tectonic assembly of North America	Terrane
4322	1459	1049554	climate change and climate policy	World Climate Conference
4323	796	29801432	U.S. Jews and the media.	Kosher tax
4324	783	1985951	Immigration to US and global migration patterns	Transnationalism
4325	2419	13465993	19th-century music	19th-Century Music
4326	3838	685151	lab instruction	Explicitly parallel instruction computing
4327	17096	8835929	student-generated projects	Generation YES
4328	1407	238112	Volcanology	Volcanology
4329	12158	1161020	Women in Poverty	Poverty Bay
4330	15146	301521	collective quantum properties	Functional integration
4331	14542	534366	the presidency	Barack Obama
4332	14539	26379718	American political thought	Thought reform in the People's Republic of China
4333	18088	519987	Synoptic Meteorology	Synoptic scale meteorology
4334	354	80309	African American history	African diaspora
4335	17099	19501	martial arts	Martial arts
4336	808	163152	freedom of information	Freedom of information laws by country
4337	809	30871371	disclosure	Disclosure
4338	10207	191145	conceptions of autonomy and agency	Autonomy
4339	778	2212957	paleopathology	Paleopathology
4340	788	5672026	South Africa -- apartheid and anti-apartheid	Comprehensive Anti-Apartheid Act
4341	793	1810753	gender/race/sexualities and film	Gender bender
4342	791	1605735	film and media analysis	Mass communication
4343	776	1923764	bioarchaeology	Bioarchaeology
4344	806	4747947	judicial behavior esp. appellate court judges	Maryland Court of Special Appeals
4345	167	25613	racism	Racism
4346	777	498220	paleoanthropology	Paleoanthropology
4347	1146	6324835	new world exploration in the 16th century	Juan Pardo (explorer)
4348	1042	20582	mediation	Mediation
4349	800	26303404	civil liberties & civil rights	Harvard Civil Rights-Civil Liberties Law Review
4350	735	42653	states and nationalism	United States National Forest
4351	786	10867610	racialized representations and popular culture	Archibald Motley
4352	14243	406820	Palliative Humanities	Calicut Medical College
4353	4283	5684549	Vertebrate paleontologist interested in birds and dinosaurs	James Kirkland (paleontologist)
4354	1222	18938758	open source computing	Open source
4355	932	153169	statues	Statue
4356	771	48916	modeling	Model (profession)
4357	810	153149	government regulation	Regulation
4358	789	4783937	critical social theory and the media	Resource mobilization
4359	1484	196493	small RNA	Non-coding RNA
4360	774	480595	primate skeletal biology	Omomyidae
4361	3067	19242322	Goethe	Johann Wolfgang von Goethe
4362	15833	18955875	trees	Tree
4363	17100	201387	budo	Budō
4364	1068	178942	conceptual art	Conceptual art
4365	16285	21050879	Africa and the African Diaspora	Baloch diaspora
4366	787	1252693	Mellon Mays Undergraduate Fellowship Program	Andrew W. Mellon Foundation
4367	16460	8031450	educational opportunity	Center for Equal Opportunity
4368	753	1637145	international modernisms and the avant-garde (especially Latin American and Caribbean)	Russian avant-garde
4369	1019	4495437	new media theory	The Theory of Money and Credit
4370	18089	2966001	Mesoscale Meteorology	Mesoscale meteorology
4371	801	356035	the American Supreme Court	Chief Justice
4372	1248	23244644	mathematics and gender	Royal Mathematical School
4373	16288	3005906	Information Law	Information privacy law
4374	1303	3348591	new institutional economics	New institutional economics
4375	14544	4827	Biomedical Engineering	Biomedical engineering
4376	14245	7172	Chemotherapy	Chemotherapy
4377	4281	15143085	mechanisms and time scales of plutonic construction	Muph & Plutonic
4378	826	2338892	minority rights	Minority rights
4379	792	10799	film history and theory	Film theory
4380	785	10884534	racial formations	Michael Omi
4381	996	51058	Gender & Feminist Theory	Feminist literary criticism
4382	846	11291009	social identities	Social identity theory
4383	15331	6394206	fashioning of subjectivity	Valerie Steele
4384	803	12294930	Anglo-American legal traditions	John H. Langbein
4385	15559	1800648	Ethical and meta-ethical frameworks and their application to issues of globalization	Media ethics
4386	2640	665948	context-adaptive collaboration	Collaborative learning
4387	2674	3797704	indoor positioning	Rui Silva
4388	795	4948611	Marxism and aesthetic and cultural analysis	Rethinking Marxism
4389	10512	6161269	historical role-playing	Polish role-playing games
4390	438	4799746	urban history	Urban history
4391	2941	29000	speciation	Speciation
4392	1193	5294342	shared academic initiatives	Scholars for Peace in the Middle East
4393	779	9416266	US working class -- past	Past Present
4394	822	2704720	"green" architecture	Sustainable architecture
4395	828	5479856	transitional justice	Transitional justice
4396	842	32471469	communication strategies	Communication strategies in second-language acquisition
4397	11260	2700414	Perceptions about discrimination	Stuart Sutherland
4398	811	266502	bureaucracy and administrative behavior	Bureaucrat
4399	4292	10858	Kafka	Franz Kafka
4400	14901	14624	Inorganic chemist	Inorganic chemistry
4401	15330	5935573	history and theory of literary genre	New Literary History
4402	841	302445	stylistics	Stylistics (literature)
4403	1274	2498665	North African literature	Peter Nazareth
